storenum,nickname,address1,address2,address3,city,country,email1,email2,fax1,fax2,zone,field2,field3,phone1,phone2,state,zipcode,firstname,lastname,middlename,latitude,longitude,active,monopen,monclose,tueopen,tueclose,wedopen,wedclose,thuopen,thuclose,friopen,friclose,satopen,satclose,sunopen,sunclose
"1200","TSC_STORE_1200","101 WEST FORT HOWARD RD","","","RINCON","US","","","","","02","Y","","912-826-4800","","GA","31326","","","","32.276897","-81.231506","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"127","TSC_STORE_0127","1905 4TH ST","","","MASON CITY","US","","","","","81","Y","","641-424-2565","","IA","50401","","","","43.147251","-93.230377","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1345","TSC_STORE_1345","5310 TROY HWY","","","MONTGOMERY","US","","","","","23","Y","","334-288-1453","","AL","36116","","","","32.301483","-86.207085","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1392","TSC_STORE_1392","7910 ALEXANDRIA PIKE","","","ALEXANDRIA","US","","","","","53","Y","","859-448-0936","","KY","41001","","","","38.972042","-84.390137","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"588","TSC_STORE_0588","461 NORTH MAIN ST STE 2","","","WARSAW","US","","","","","61","Y","","585-786-0870","","NY","14569","","","","42.760433","-78.132042","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"204","TSC_STORE_0204","1310 PILGRIM LN","","","PLYMOUTH","US","","","","","73","Y","","574-936-2435","","IN","46563","","","","41.363308","-86.323944","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"190","TSC_STORE_0190","6360 B DR NORTH","","","BATTLE CREEK","US","","","","","71","Y","","269-979-8372","","MI","49014","","","","42.260098","-85.172188","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1282","TSC_STORE_1282","2456 SANS SOUCI PKWY","","","WILKES BARRE","US","","","","","72","Y","","570-735-5080","","PA","18706","","","","41.208153","-75.977432","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1198","TSC_STORE_1198","381 MADISON AVE STE 11","","","SKOWHEGAN","US","","","","","62","Y","","207-474-5835","","ME","04976","","","","44.786797","-69.730896","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"448","TSC_STORE_0448","960 VETERANS MEMORIAL PKWY","","","HUNTSVILLE","US","","","","","13","Y","","936-291-8000","","TX","77320","","","","30.722467","-95.576736","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2110","TSC_STORE_2110","2916 NORTH VELASCO ST","","","ANGLETON","US","","","","","13","Y","","979-848-8855","","TX","77515","","","","29.196585","-95.433212","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1745","TSC_STORE_1745","609B NORTH DUPONT BLVD","","","MILFORD","US","","","","","52","Y","","302-422-8157","","DE","19963","","","","38.91782","-75.444206","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2046","TSC_STORE_2046","12543 MAIN ST","","","HESPERIA","US","","","","","08","Y","","760-949-1133","","CA","92345-4606","","","","34.426331","-117.389778","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"775","TSC_STORE_0775","10 PLAZA DR","","","WINDER","US","","","","","23","Y","","770-586-5558","","GA","30680","","","","33.991909","-83.753777","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1533","TSC_STORE_1533","5618 HWY 90 WEST","","","THEODORE","US","","","","","02","Y","","251-653-8311","","AL","36582","","","","30.571127","-88.171707","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1330","TSC_STORE_1330","150 SANDSTONE DR","","","VAN BUREN","US","","","","","11","Y","","479-471-1684","","AR","72956","","","","35.473003","-94.357773","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"671","TSC_STORE_0671","1415 WAGNER AVE","","","GREENVILLE","US","","","","","71","Y","","937-548-1462","","OH","45331","","","","40.123959","-84.619392","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"328","TSC_STORE_0328","636 NC 24  27 BYPASS EAST STE 24","","","ALBEMARLE","US","","","","","22","Y","","704-983-8731","","NC","28001","","","","35.342739","-80.173981","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"679","TSC_STORE_0679","1149 MAIN ST","","","RAVENNA","US","","","","","73","Y","","330-297-0180","","OH","44266","","","","41.15818","-81.223709","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"750","TSC_STORE_0750","3650 US HWY 9 WEST","","","HIGHLAND","US","","","","","63","Y","","845-691-4950","","NY","12528","","","","41.703976","-73.965874","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"232","TSC_STORE_0232","1401 COSHOCTON AVE","","","MOUNT VERNON","US","","","","","71","Y","","740-397-9012","","OH","43050","","","","40.403008","-82.449013","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1772","TSC_STORE_1772","10150 HIGHLAND RD","","","WHITE LAKE","US","","","","","71","Y","","248-698-3075","","MI","48386-1803","","","","42.653069","-83.486122","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1653","TSC_STORE_1653","613 LOTT RD","","","COLDWATER","US","","","","","71","Y","","517-278-0996","","MI","49036-9401","","","","41.933929","-84.959084","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2117","TSC_STORE_2117","890 NORTH US HWY 67","","","MIDLOTHIAN","US","","","","","11","Y","","972-775-5700","","TX","76065-2298","","","","32.489532","-97.004333","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1720","TSC_STORE_1720","1575 SOUTH JEFFERSON ST","","","MONTICELLO","US","","","","","02","Y","","850-997-0900","","FL","32344","","","","30.526918","-83.871246","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"683","TSC_STORE_0683","1399 COLUMBIA RD","","","BLOOMSBURG","US","","","","","72","Y","","570-784-4604","","PA","17815","","","","41.008045","-76.431496","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2258","TSC_STORE_2258","2505 ARCHBISHOP HANNAN BLVD","","","MERAUX","US","","","","","02","Y","","504-277-4242","","LA","70075-2638","","","","29.933796","-89.92276","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1929","TSC_STORE_1929","7007 EAST M 72","","","WILLIAMSBURG","US","","","","","72","Y","","231-267-5270","","MI","49690","","","","44.773663","-85.433624","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1852","TSC_STORE_1852","3200 HWY 95 NORTH","","","LAKE HAVASU CITY","US","","","","","42","Y","","928-505-9103","","AZ","86404","","","","34.537724","-114.351608","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"422","TSC_STORE_0422","1002 WEST EXPY 83","","","WESLACO","US","","","","","14","Y","","956-968-7033","","TX","78596","","","","26.17382","-98.000404","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1892","TSC_STORE_1892","1727 EAST 1ST ST","","","PRATT","US","","","","","51","Y","","620-672-1102","","KS","67124","","","","37.644398","-98.716805","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1863","TSC_STORE_1863","2500 MALCOLM AVE STE A","","","NEWPORT","US","","","","","14","Y","","870-217-0331","","AR","72112","","","","35.607422","-91.250259","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2030","TSC_STORE_2030","75 NORTH ABREGO DR","","","GREEN VALLEY","US","","","","","42","Y","","520-399-1010","","AZ","85614","","","","31.871401","-110.988853","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1686","TSC_STORE_1686","1232 ASHEVILLE HWY","","","BREVARD","US","","","","","53","Y","","828-877-5200","","NC","28712-3051","","","","35.258587","-82.715202","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1919","TSC_STORE_1919","121 WEST STEUBEN ST","","","OAKDALE","US","","","","","73","Y","","724-695-3626","","PA","15071-4004","","","","40.440426","-80.242676","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"730","TSC_STORE_0730","79 WEIBEL AVE","","","SARATOGA SPRINGS","US","","","","","63","Y","","518-587-4006","","NY","12866","","","","43.095814","-73.745361","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1621","TSC_STORE_1621","1305 WEST BROAD ST","","","ELIZABETHTOWN","US","","","","","22","Y","","910-862-3011","","NC","28337-9548","","","","34.632076","-78.620232","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"610","TSC_STORE_0610","11150 179TH AVE NORTHWEST","","","ELK RIVER","US","","","","","82","Y","","763-441-6400","","MN","55330","","","","45.296402","-93.549973","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1116","TSC_STORE_1116","204 DANBURY RD","","","NEW MILFORD","US","","","","","63","Y","","860-350-3390","","CT","06776","","","","41.546684","-73.421501","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"247","TSC_STORE_0247","1451 RING RD","","","ELIZABETHTOWN","US","","","","","51","Y","","270-763-0044","","KY","42701-5993","","","","37.726994","-85.882599","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"103","TSC_STORE_0103","6622 SIXTH ST SOUTHWEST","","","CEDAR RAPIDS","US","","","","","81","Y","","319-363-2023","","IA","52404","","","","41.913979","-91.677094","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1946","TSC_STORE_1946","1898 FRONT ST","","","LYNDEN","US","","","","","92","Y","","360-318-0134","","WA","98264-1708","","","","48.940502","-122.479996","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2286","TSC_STORE_2286","3218 CAPE HORN RD","","","RED LION","US","","","","","72","Y","","717-244-7474","","PA","17356","","","","39.914169","-76.629776","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2144","TSC_STORE_2144","3720 VALLEY RD","","","BERKELEY SPRINGS","US","","","","","52","Y","","304-258-6636","","WV","25411-4614","","","","39.577755","-78.25531","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"515","TSC_STORE_0515","1803 JIM REDMAN PKWY","","","PLANT CITY","US","","","","","02","Y","","813-707-1185","","FL","33563","","","","27.995819","-82.123421","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2252","TSC_STORE_2252","5808 MEIJER DR","","","FT WAYNE","US","","","","","71","Y","","260-209-0150","","IN","46835-8903","","","","41.135036","-85.014664","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"381","TSC_STORE_0381","619 HWY 62/65 NORTH","","","HARRISON","US","","","","","14","Y","","870-741-0535","","AR","72601","","","","36.249725","-93.116119","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1265","TSC_STORE_1265","164 LEE AVE","","","PIKEVILLE","US","","","","","51","Y","","606-433-0890","","KY","41501","","","","37.500675","-82.534645","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"492","TSC_STORE_0492","610 ORCHARD LN","","","BEAVER CREEK","US","","","","","71","Y","","937-320-1855","","OH","45434","","","","39.705223","-84.01844","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"670","TSC_STORE_0670","600 SILVER BRIDGE PLZ RTE 7","","","GALLIPOLIS","US","","","","","51","Y","","740-441-8949","","OH","45631","","","","38.836437","-82.15451","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"306","TSC_STORE_0306","2618 SOUTHWEST PKWY","","","WICHITA FALLS","US","","","","","11","Y","","940-696-8850","","TX","76308","","","","33.858917","-98.529831","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1728","TSC_STORE_1728","1050 NORTH WILSON AVE","","","BARTOW","US","","","","","02","Y","","863-519-6708","","FL","33830-3349","","","","27.904993","-81.83873","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"743","TSC_STORE_0743","2490 WEST M 43 HWY","","","HASTINGS","US","","","","","71","Y","","269-945-1477","","MI","49058","","","","42.646336","-85.337791","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1570","TSC_STORE_1570","2151 AUTOPLEX DR","","","BOSSIER CITY","US","","","","","13","Y","","318-746-1235","","LA","71111","","","","32.560993","-93.730438","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1577","TSC_STORE_1577","169 SOUTHSIDE MALL RD","","","SOUTH WILLIAMSON","US","","","","","53","Y","","606-237-0189","","KY","41503","","","","37.652916","-82.272446","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"660","TSC_STORE_0660","480 BOLIVAR RD","","","WELLSVILLE","US","","","","","62","Y","","585-593-7987","","NY","14895","","","","42.127567","-77.967247","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1803","TSC_STORE_1803","1401 EAST RTE 66 BLVD","","","TUCUMCARI","US","","","","","42","Y","","575-461-4883","","NM","88401","","","","35.17226","-103.708008","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1479","TSC_STORE_1479","28 HOCKING MALL","","","LOGAN","US","","","","","72","Y","","740-385-0636","","OH","43138","","","","39.545059","-82.429939","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2307","TSC_STORE_2307","122 MOSSIDE BLVD","","","N VERSAILLES","US","","","","","72","Y","","412-824-8555","","PA","15137-2514","","","","40.370144","-79.777336","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1561","TSC_STORE_1561","159 PENNY LN","","","WILLIAMSBURG","US","","","","","51","Y","","606-549-1137","","KY","40769","","","","36.725258","-84.170311","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"759","TSC_STORE_0759","1310 NORTH SUPERIOR AVE","","","TOMAH","US","","","","","72","Y","","608-374-5001","","WI","54660","","","","44.006653","-90.507187","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1177","TSC_STORE_1177","9620 MANSFIELD RD","","","SHREVEPORT","US","","","","","13","Y","","318-682-3882","","LA","71118","","","","32.38615","-93.818619","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1132","TSC_STORE_1132","1001 NORTH INTERSTATE 27 STE 1","","","PLAINVIEW","US","","","","","13","Y","","806-293-5310","","TX","79072","","","","34.189423","-101.75354","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2232","TSC_STORE_2232","13325 EAST 136TH ST NORTH","","","COLLINSVILLE","US","","","","","11","Y","","918-371-4400","","OK","74021-3500","","","","36.352436","-95.824745","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1935","TSC_STORE_1935","70 WEST 1300 SOUTH","","","RICHFIELD","US","","","","","81","Y","","435-896-2899","","UT","84701-5002","","","","38.750202","-112.084564","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1313","TSC_STORE_1313","486 BLAKESLEE BLVD DR WEST","","","LEHIGHTON","US","","","","","72","Y","","570-386-3584","","PA","18235","","","","40.799019","-75.775551","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1232","TSC_STORE_1232","550 TERRY RICH BLVD","","","SAINT CLAIR","US","","","","","72","Y","","570-429-2700","","PA","17970","","","","40.728397","-76.187958","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"2043","TSC_STORE_2043","2900 ARENDELL ST UNIT 24","","","MOREHEAD CITY","US","","","","","22","Y","","252-222-3321","","NC","28557-3393","","","","34.724777","-76.743973","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"349","TSC_STORE_0349","1221 M 89","","","PLAINWELL","US","","","","","71","Y","","269-685-1001","","MI","49080","","","","42.451462","-85.665436","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1701","TSC_STORE_1701","1232 WEST CLARK ST","","","RENSSELAER","US","","","","","72","Y","","219-866-0621","","IN","47978","","","","40.941799","-87.170418","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1283","TSC_STORE_1283","673 COLLEGE HWY","","","SOUTHWICK","US","","","","","63","Y","","413-569-0090","","MA","01077","","","","42.071766","-72.766121","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"516","TSC_STORE_0516","5111 MURFREESBORO RD","","","COLLEGE GROVE","US","","","","","53","Y","","615-395-4241","","TN","37046","","","","35.853088","-86.657005","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1846","TSC_STORE_1846","7735 NORTH CASA GRANDE HWY","","","TUCSON","US","","","","","42","Y","","520-579-4303","","AZ","85743","","","","32.346981","-111.078537","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1513","TSC_STORE_1513","10 JFK PLZ","","","WATERVILLE","US","","","","","62","Y","","207-877-7775","","ME","04901-3216","","","","44.539768","-69.653816","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"1693","TSC_STORE_1693","1340 SOUTH 6TH ST","","","MACCLENNY","US","","","","","02","Y","","904-259-9100","","FL","32063-4621","","","","30.265907","-82.124077","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
"545","TSC_STORE_0545","7431 GALL BLVD","","","ZEPHYRHILLS","US","","","","","01","Y","","813-782-6500","","FL","33541","","","","28.265711","-82.190544","1","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","8:00 AM","9:00 PM","9:00 AM","7:00 PM"
